# requirement_level_code	M	M	M	R	O	O	R	O	M	M	O	O	O	O	R	O	O	O	O	O	O	O	O	O	M	M	O	O	O	M	M	M	R	R	R	HR	HR	HR	HR	HR	O	O	O	R	R	R	O	O	O	HR	HR	R	R	HR	R	HR	HR	HR	HR	R	R	R	O	O	HR	HR	R	R	HR	HR	R	R	R	R	R	O	O	R	O	O	R	R	R	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	R	R	R	R	R	O	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R
# section	Sample information	Sample information	Sample information	Sample relations	Sample relations	Sample relations	Sample relations	Sample relations	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Project	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	User defined	User defined	Environment	Environment	Environment	Environment	Environment	User defined	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Data management	Data management	Sample collection	Nucleic acid extraction	Nucleic acid extraction
samp_name	samp_category	neg_cont_type	pos_cont_type	materialSampleID	sample_derived_from	sample_composed_of	rel_cont_id	biological_rep_relation	decimalLongitude	decimalLatitude	verbatimLongitude	verbatimLatitude	verbatimCoordinateSystem	verbatimSRS	expedition_id	cruiseName	cruiseURL	cruiseStartDate	cruiseEndDate	cruiseLocation	geomeName	geomeURL	expeditionReportName	expeditionReportURL	geo_loc_name	eventDate	eventDurationValue	verbatimEventDate	verbatimEventTime	env_broad_scale	env_local_scale	env_medium	habitat_natural_artificial_0_1	samp_collect_method	samp_collect_device	samp_size	samp_size_unit	samp_store_temp	samp_store_sol	samp_store_dur	samp_store_loc	dna_store_loc	samp_store_method_additional	samp_mat_process	filter_passive_active_0_1	stationed_sample_dur	pump_flow_rate	pump_flow_rate_unit	prefilter_material	size_frac_low	size_frac	filter_diameter	filter_surface_area	filter_material	filter_name	precip_chem_prep	precip_force_prep	precip_time_prep	precip_temp_prep	prepped_samp_store_temp	prepped_samp_store_sol	prepped_samp_store_dur	prep_method_additional	date_ext	samp_vol_we_dna_ext	samp_vol_we_dna_ext_unit	nucl_acid_ext_lysis	nucl_acid_ext_sep	nucl_acid_ext	nucl_acid_ext_kit	nucl_acid_ext_modify	dna_cleanup_0_1	dna_cleanup_method	concentration	concentration_unit	concentration_method	ratioOfAbsorbance260_280	pool_dna_num	nucl_acid_ext_method_additional	samp_weather	minimumDepthInMeters	maximumDepthInMeters	tot_depth_water_col	elev	temp	chlorophyll	light_intensity	ph	ph_meth	salinity	suspend_part_matter	tidal_stage	turbidity	water_current	solar_irradiance	wind_direction	wind_speed	diss_inorg_carb	diss_inorg_carb_unit	diss_inorg_nitro	diss_inorg_nitro_unit	diss_org_carb	diss_org_carb_unit	diss_org_nitro	diss_org_nitro_unit	diss_oxygen	diss_oxygen_unit	tot_diss_nitro	tot_diss_nitro_unit	tot_inorg_nitro	tot_inorg_nitro_unit	tot_nitro	tot_nitro_unit	tot_part_carb	tot_part_carb_unit	tot_org_carb	tot_org_carb_unit	tot_org_c_meth	tot_nitro_content	tot_nitro_content_unit	tot_nitro_cont_meth	tot_carb	tot_carb_unit	part_org_carb	part_org_carb_unit	part_org_nitro	part_org_nitro_unit	nitrate	nitrate_unit	nitrite	nitrite_unit	nitro	nitro_unit	org_carb	org_carb_unit	org_matter	org_matter_unit	org_nitro	org_nitro_unit	dna_conc	dna_conc_unit	ammonium	ammonium_unit	carbonate	carbonate_unit	hydrogen_ion	hydrogen_ion_unit	nitrate_plus_nitrite	nitrate_plus_nitrite_unit	omega_arag	pco2	pco2_unit	phosphate	phosphate_unit	pressure	pressure_unit	silicate	silicate_unit	tot_alkalinity	tot_alkalinity_unit	transmittance	transmittance_unit	serial_number	line_id	station_id	ctd_cast_number	ctd_bottle_number	replicate_number	extract_id	extract_plate	extract_well_number	extract_well_position	biosample_accession	organism	samp_collect_notes	dna_yield	dna_yield_unit
EX2203_ROS03_B03	sample			EX2203_ROS03_B03					missing: not provided	missing: not provided					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	4/2/22	4/26/22	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	4/8/22 19:09				missing: not provided	missing: not provided	missing: not provided			CTD			25	Longmire's Buffer Solution												0.45														2	L															449	449			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											ROS3									Within one DSL seen using the 38 kHz EK		
EX2203_ROS03_B02	sample			EX2203_ROS03_B02					missing: not provided	missing: not provided					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	4/2/22	4/26/22	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	4/8/22 18:59				missing: not provided	missing: not provided	missing: not provided			CTD			25	Longmire's Buffer Solution												0.45														2	L															698	698			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											ROS3									Below the deep scattering layer (DSL)		
EX2203_ROS03_B01	sample			EX2203_ROS03_B01					missing: not provided	missing: not provided					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	4/2/22	4/26/22	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	West Atlantic	4/8/22 18:46				missing: not provided	missing: not provided	missing: not provided			CTD			25	Longmire's Buffer Solution												0.45														2	L															995	995			missing: not provided					missing: not provided																missing: not provided	missing: not provided																																																											ROS3									Max depth of cast		
EX2203_NegativeControl_COI_S48_L001	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	4/2/22	4/26/22	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2203_NegativeControl_18S_S96_L001	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	4/2/22	4/26/22	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2203_ExtractBlank_COI_S47_L001	sample			not applicable: control sample					missing: not provided	missing: not provided					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	4/2/22	4/26/22	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	missing: not provided	missing: not provided				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2203_ExtractBlank_18S_S95_L001	sample			not applicable: control sample					missing: not provided	missing: not provided					EX2203	2022 Puerto Rico Mapping and Deep-Sea Camera Demonstration	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2203/welcome.html	4/2/22	4/26/22	West Atlantic	EX2203_eDNA (EX2203_eDNA)	https://geome-db.org/record/ark:/21547/Fid2	EX-22-03	https://repository.library.noaa.gov/view/noaa/40460	missing: not provided	missing: not provided				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2201_PCR_Blank_COI_S224	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2201	2022 ROV and Mapping Shakedown	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2201/welcome.html	2/23/22	3/3/22	Gulf of Mexico	EX2201_eDNA (EX2201_eDNA)	https://geome-db.org/record/ark:/21547/FiV2	EX-22-01	https://repository.library.noaa.gov/view/noaa/43052	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2201_D07_BLW	negative control	field negative		EX2201_D07_BLW					not applicable: control sample	not applicable: control sample					EX2201	2022 ROV and Mapping Shakedown	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2201/welcome.html	2/23/22	3/3/22	Gulf of Mexico	EX2201_eDNA (EX2201_eDNA)	https://geome-db.org/record/ark:/21547/FiV2	EX-22-01	https://repository.library.noaa.gov/view/noaa/43052	Gulf of Mexico: Southernmost Canyon Ridge 2	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												missing: not provided														missing: not provided	missing: not provided															not applicable: control sample	not applicable: control sample			not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																											DIVE7									Blank Water Specimen		
EX2201_D07_01W	sample			EX2201_D07_01W					-84.09389496	24.13213921					EX2201	2022 ROV and Mapping Shakedown	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2201/welcome.html	2/23/22	3/3/22	Gulf of Mexico	EX2201_eDNA (EX2201_eDNA)	https://geome-db.org/record/ark:/21547/FiV2	EX-22-01	https://repository.library.noaa.gov/view/noaa/43052	Gulf of Mexico: Southernmost Canyon Ridge 2	2022-03-02T17:55:02Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer solution												0.45														1.7	L															1738.131	1738.131			4.314					34.966																6.684	mg/L																																																											DIVE7									Water sample		
EX2201_D06_BLW	negative control	field negative		EX2201_D06_BLW					not applicable: control sample	not applicable: control sample					EX2201	2022 ROV and Mapping Shakedown	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2201/welcome.html	2/23/22	3/3/22	Gulf of Mexico	EX2201_eDNA (EX2201_eDNA)	https://geome-db.org/record/ark:/21547/FiV2	EX-22-01	https://repository.library.noaa.gov/view/noaa/43052	Gulf of Mexico: Southernmost Canyon	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												missing: not provided														missing: not provided	missing: not provided															not applicable: control sample	not applicable: control sample			not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																											DIVE6									Blank Water Specimen		
EX2201_D06_02W	sample			EX2201_D06_02W					-84.07403564	24.11741829					EX2201	2022 ROV and Mapping Shakedown	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2201/welcome.html	2/23/22	3/3/22	Gulf of Mexico	EX2201_eDNA (EX2201_eDNA)	https://geome-db.org/record/ark:/21547/FiV2	EX-22-01	https://repository.library.noaa.gov/view/noaa/43052	Gulf of Mexico: Southernmost Canyon	2022-03-01T17:31:18Z				missing: not provided	missing: not provided	missing: not provided			ROV				DNA/RNA Shield												0.45														1.7	L															1823.744	1823.744			4.31					34.98																6.722	mg/L																																																											DIVE6									Water sample		
EX2201_D04_BLW	negative control	field negative		EX2201_D04_BLW					not applicable: control sample	not applicable: control sample					EX2201	2022 ROV and Mapping Shakedown	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2201/welcome.html	2/23/22	3/3/22	Gulf of Mexico	EX2201_eDNA (EX2201_eDNA)	https://geome-db.org/record/ark:/21547/FiV2	EX-22-01	https://repository.library.noaa.gov/view/noaa/43052	Gulf of Mexico: Step Canyon	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												missing: not provided														missing: not provided	missing: not provided															not applicable: control sample	not applicable: control sample			not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																											DIVE4									Blank Water Specimen		
EX2201_D04_03W	sample			EX2201_D04_03W					-85.05233765	26.83507347					EX2201	2022 ROV and Mapping Shakedown	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2201/welcome.html	2/23/22	3/3/22	Gulf of Mexico	EX2201_eDNA (EX2201_eDNA)	https://geome-db.org/record/ark:/21547/FiV2	EX-22-01	https://repository.library.noaa.gov/view/noaa/43052	Gulf of Mexico: Step Canyon	2022-02-27T20:58:39Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.7	L															2864.943	2864.943			4.434					34.932																6.616	mg/L																																																											DIVE4									Water sample		
EX2201_D04_02W	sample			EX2201_D04_02W					-85.05232239	26.83506012					EX2201	2022 ROV and Mapping Shakedown	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2201/welcome.html	2/23/22	3/3/22	Gulf of Mexico	EX2201_eDNA (EX2201_eDNA)	https://geome-db.org/record/ark:/21547/FiV2	EX-22-01	https://repository.library.noaa.gov/view/noaa/43052	Gulf of Mexico: Step Canyon	2022-02-27T20:53:58Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.7	L															2864.571	2864.571			4.373					34.971																6.62	mg/L																																																											DIVE4									Water sample		
EX2201_D04_01W	sample			EX2201_D04_01W					-85.05290222	26.83447075					EX2201	2022 ROV and Mapping Shakedown	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2201/welcome.html	2/23/22	3/3/22	Gulf of Mexico	EX2201_eDNA (EX2201_eDNA)	https://geome-db.org/record/ark:/21547/FiV2	EX-22-01	https://repository.library.noaa.gov/view/noaa/43052	Gulf of Mexico: Step Canyon	2022-02-27T19:55:10Z				missing: not provided	missing: not provided	missing: not provided			ROV				DNA/RNA Shield												0.45														1.7	L															2912.524	2912.524			4.363					34.971																6.632	mg/L																																																											DIVE4									Water sample		
EX2201_D01_BLW	negative control	field negative		EX2201_D01_BLW					not applicable: control sample	not applicable: control sample					EX2201	2022 ROV and Mapping Shakedown	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2201/welcome.html	2/23/22	3/3/22	Gulf of Mexico	EX2201_eDNA (EX2201_eDNA)	https://geome-db.org/record/ark:/21547/FiV2	EX-22-01	https://repository.library.noaa.gov/view/noaa/43052	Gulf of Mexico: Mississippi Mud	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												missing: not provided														missing: not provided	missing: not provided															not applicable: control sample	not applicable: control sample			not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																											DIVE1									Blank Water Specimen		
EX2201_D01_01W	sample			EX2201_D01_01W					-87.87330627	29.2124176					EX2201	2022 ROV and Mapping Shakedown	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2201/welcome.html	2/23/22	3/3/22	Gulf of Mexico	EX2201_eDNA (EX2201_eDNA)	https://geome-db.org/record/ark:/21547/FiV2	EX-22-01	https://repository.library.noaa.gov/view/noaa/43052	Gulf of Mexico: Mississippi Mud	2022-02-24T20:43:41Z				missing: not provided	missing: not provided	missing: not provided			ROV				DNA/RNA Shield												0.45														1.7	L															489.545	489.545			7.937					34.947																3.711	mg/L																																																											DIVE1									Water sample		
EX2107_Plate2_PCR_Blank_COI_S213	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2107_Plate1_PCR_Blank_COI_S212	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2107_PCRBlank_2_18S_S285	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2107_PCRBlank_1_18S_S284	negative control	PCR negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2107_ExtractionBlank_COI_S207	negative control	extraction negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2107_ExtractionBlank_18S_S279	negative control	extraction negative		not applicable: control sample					not applicable: control sample	not applicable: control sample					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2107_D14_BLW	negative control	field negative		EX2107_D14_BLW					not applicable: control sample	not applicable: control sample					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2107_D14_05W	sample			EX2107_D14_05W					missing: not provided	missing: not provided					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	missing: not provided	missing: not provided				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2107_D14_04W	sample			EX2107_D14_04W					missing: not provided	missing: not provided					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	missing: not provided	missing: not provided				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2107_D14_03W	sample			EX2107_D14_03W					missing: not provided	missing: not provided					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	missing: not provided	missing: not provided				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2107_D14_02W	sample			EX2107_D14_02W					-79.2634	28.53944					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Million Mounds South	2021-11-14T15:03:27Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.71	L															825.298	825.298			6.722					35.117																6.156	mg/L																																																											DIVE14											
EX2107_D14_01W	sample			EX2107_D14_01W					-79.2651	28.54256					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Million Mounds South	2021-11-14T14:07:46Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.71	L															501.859	501.859			15.63					36.124																5.41	mg/L																																																											DIVE14											
EX2107_D13_BLW	negative control	field negative		EX2107_D13_BLW					not applicable: control sample	not applicable: control sample					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2107_D13_02W	sample			EX2107_D13_02W					-78.2463	28.35974					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Mid-water South	2021-11-13T15:56:55Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.71	L															501.843	501.843			15.53					36.096																5.341	mg/L																																																											DIVE13											
EX2107_D13_01W	sample			EX2107_D13_01W					-78.2522	28.36701					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Mid-water South	2021-11-13T14:31:19Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.71	L															301.261	301.261			18.998					36.612																5.572	mg/L																																																											DIVE13											
EX2107_D12_BLW	negative control	field negative		EX2107_D12_BLW					not applicable: control sample	not applicable: control sample					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	not applicable: control sample	not applicable: control sample				missing: not provided	missing: not provided	missing: not provided																																																																																																																																																	
EX2107_D12_05W	sample			EX2107_D12_05W					-78.435	29.7448					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Knolls North - Blake Plateau	2021-11-12T20:52:50Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.71	L															752.347	752.347			9.85					35.524																4.214	mg/L																																																											DIVE12											
EX2107_D12_04W	sample			EX2107_D12_04W					-78.4351	29.74481					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Knolls North - Blake Plateau	2021-11-12T20:42:21Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.71	L															751.147	751.147			9.861					35.521																4.2	mg/L																																																											DIVE12											
EX2107_D12_03W	sample			EX2107_D12_03W					-78.4342	29.74591					EX2107	Windows to the Deep 2021: Southeast U.S. ROV and Mapping	https://oceanexplorer.noaa.gov/okeanos/explorations/ex2107/welcome.html	10/26/21	11/15/21	Southeast U.S.	EX2107_eDNA (EX2107_eDNA)	https://geome-db.org/record/ark:/21547/Ffd2	EX-21-07	https://repository.library.noaa.gov/view/noaa/42468	Southeast U.S.: Knolls North - Blake Plateau	2021-11-12T20:00:11Z				missing: not provided	missing: not provided	missing: not provided			ROV				Longmire's Buffer Solution												0.45														1.71	L															764.964	764.964			9.888					35.523																4.242	mg/L																																																											DIVE12											
