# requirement_level_code	M	M	M	R	O	O	R	O	M	M	O	O	O	O	R	O	O	O	O	O	O	O	O	O	M	M	O	O	O	M	M	M	R	R	R	HR	HR	HR	HR	HR	O	O	O	R	R	R	O	O	O	HR	HR	R	R	HR	R	HR	HR	HR	HR	R	R	R	O	O	HR	HR	R	R	HR	HR	R	R	R	R	R	O	O	R	O	O	R	R	R	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	R	R	R	R	R	O	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	O	O	O	O
# section	Sample information	Sample information	Sample information	Sample relations	Sample relations	Sample relations	Sample relations	Sample relations	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Project	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	User defined	User defined	Environment	Environment	Environment	Environment	Environment	User defined	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Data management	Data management	Sample collection	Nucleic acid extraction	Nucleic acid extraction	User defined	User defined	User defined	User defined
samp_name	samp_category	neg_cont_type	pos_cont_type	materialSampleID	sample_derived_from	sample_composed_of	rel_cont_id	biological_rep_relation	decimalLongitude	decimalLatitude	verbatimLongitude	verbatimLatitude	verbatimCoordinateSystem	verbatimSRS	expedition_id	cruiseName	cruiseURL	cruiseStartDate	cruiseEndDate	cruiseLocation	geomeName	geomeURL	expeditionReportName	expeditionReportURL	geo_loc_name	eventDate	eventDurationValue	verbatimEventDate	verbatimEventTime	env_broad_scale	env_local_scale	env_medium	habitat_natural_artificial_0_1	samp_collect_method	samp_collect_device	samp_size	samp_size_unit	samp_store_temp	samp_store_sol	samp_store_dur	samp_store_loc	dna_store_loc	samp_store_method_additional	samp_mat_process	filter_passive_active_0_1	stationed_sample_dur	pump_flow_rate	pump_flow_rate_unit	prefilter_material	size_frac_low	size_frac	filter_diameter	filter_surface_area	filter_material	filter_name	precip_chem_prep	precip_force_prep	precip_time_prep	precip_temp_prep	prepped_samp_store_temp	prepped_samp_store_sol	prepped_samp_store_dur	prep_method_additional	date_ext	samp_vol_we_dna_ext	samp_vol_we_dna_ext_unit	nucl_acid_ext_lysis	nucl_acid_ext_sep	nucl_acid_ext	nucl_acid_ext_kit	nucl_acid_ext_modify	dna_cleanup_0_1	dna_cleanup_method	concentration	concentration_unit	concentration_method	ratioOfAbsorbance260_280	pool_dna_num	nucl_acid_ext_method_additional	samp_weather	minimumDepthInMeters	maximumDepthInMeters	tot_depth_water_col	elev	temp	chlorophyll	light_intensity	ph	ph_meth	salinity	suspend_part_matter	tidal_stage	turbidity	water_current	solar_irradiance	wind_direction	wind_speed	diss_inorg_carb	diss_inorg_carb_unit	diss_inorg_nitro	diss_inorg_nitro_unit	diss_org_carb	diss_org_carb_unit	diss_org_nitro	diss_org_nitro_unit	diss_oxygen	diss_oxygen_unit	tot_diss_nitro	tot_diss_nitro_unit	tot_inorg_nitro	tot_inorg_nitro_unit	tot_nitro	tot_nitro_unit	tot_part_carb	tot_part_carb_unit	tot_org_carb	tot_org_carb_unit	tot_org_c_meth	tot_nitro_content	tot_nitro_content_unit	tot_nitro_cont_meth	tot_carb	tot_carb_unit	part_org_carb	part_org_carb_unit	part_org_nitro	part_org_nitro_unit	nitrate	nitrate_unit	nitrite	nitrite_unit	nitro	nitro_unit	org_carb	org_carb_unit	org_matter	org_matter_unit	org_nitro	org_nitro_unit	dna_conc	dna_conc_unit	ammonium	ammonium_unit	carbonate	carbonate_unit	hydrogen_ion	hydrogen_ion_unit	nitrate_plus_nitrite	nitrate_plus_nitrite_unit	omega_arag	pco2	pco2_unit	phosphate	phosphate_unit	pressure	pressure_unit	silicate	silicate_unit	tot_alkalinity	tot_alkalinity_unit	transmittance	transmittance_unit	serial_number	line_id	station_id	ctd_cast_number	ctd_bottle_number	replicate_number	extract_id	extract_plate	extract_well_number	extract_well_position	biosample_accession	organism	samp_collect_notes	dna_yield	dna_yield_unit	bcid	collectorList	continentOcean	microHabitat
EX2205_D08_01W	sample			EX2205_D08_01W					-29.9104538	40.45443344					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Rendonda	2022-07-27T10:53:39Z	missing: not collected	2022-07-27T10:53:39Z	2022-07-27T10:53:39Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															598.8880005	598.8880005	missing: not provided		11.29300022					35.48400116																6.690999985	mg/L																																																								EX2205_D08_01W			DIVE08	not applicable: sample group								Water sample for eDNA - DSL			https://n2t.net/ark:/21547/Fin2EX2205_D08_01	NOAA Ocean Exploration	Atlantic Ocean	Deep Scattering Layer
EX2205_D08_02W	sample			EX2205_D08_02W					-29.90912247	40.45281219					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Rendonda	2022-07-27T11:28:01Z	missing: not collected	2022-07-27T11:28:01Z	2022-07-27T11:28:01Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															1232.494019	1232.494019	missing: not provided		6.250999928					35.1780014																7.013999939	mg/L																																																								EX2205_D08_02W			DIVE08	not applicable: sample group								Water sample for eDNA - on bottom			https://n2t.net/ark:/21547/Fin2EX2205_D08_02	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2205_D08_10W	sample			EX2205_D08_10W					-29.90615082	40.4519043					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Rendonda	2022-07-27T17:08:40Z	missing: not collected	2022-07-27T17:08:40Z	2022-07-27T17:08:40Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															1107.91394	1107.91394	missing: not provided		6.318999767					35.18500137																6.940999985	mg/L																																																								EX2205_D08_10W			DIVE08	not applicable: sample group								Water sample for eDNA			https://n2t.net/ark:/21547/Fin2EX2205_D08_10	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2205_D08_11W	sample			EX2205_D08_11W					-29.90610123	40.45094681					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Rendonda	2022-07-27T17:56:46Z	missing: not collected	2022-07-27T17:56:46Z	2022-07-27T17:56:46Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															1095.151978	1095.151978	missing: not provided		6.243999958					35.17900085																6.968999863	mg/L																																																								EX2205_D08_11W			DIVE08	not applicable: sample group								Water sample for eDNA - on bottom			https://n2t.net/ark:/21547/Fin2EX2205_D08_11	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2205_D08_12W	sample			EX2205_D08_12W					-29.90626717	40.45134735					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Rendonda	2022-07-27T18:19:50Z	missing: not collected	2022-07-27T18:19:50Z	2022-07-27T18:19:50Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															605.7009888	605.7009888	missing: not provided		11.03199959					35.45800018																6.456999779	mg/L																																																								EX2205_D08_12W			DIVE08	not applicable: sample group								Water sample for eDNA - DSL			https://n2t.net/ark:/21547/Fin2EX2205_D08_12	NOAA Ocean Exploration	Atlantic Ocean	Deep Scattering Layer
EX2205_D08_BLW	negative control	field negative		EX2205_D08_BLW					not applicable: control sample	not applicable: control sample					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	not applicable: control sample	not applicable: control sample	missing: not collected	20220727T105339	20220727T105339	not applicable: negative control	not applicable: negative control	not applicable: negative control	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample		Longmire's Buffer Solution												missing: not provided														0	L															not applicable: control sample	not applicable: control sample	missing: not provided		not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																								EX2205_D08_BLW			not applicable: control sample	not applicable: control sample								Blank Water Specimen  Tap Water from NOAA Ship Okeanos			https://n2t.net/ark:/21547/Fin2EX2205_D08_BLANK	NOAA Ocean Exploration	Atlantic Ocean	Field Blank
EX2205_D09_01W	sample			EX2205_D09_01W					-31.96999168	39.36529541					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Cachalote	2022-07-28T10:53:42Z	missing: not collected	2022-07-28T10:53:42Z	2022-07-28T10:53:42Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															522.1950073	522.1950073	missing: not provided		12.11200047					35.58000183																6.602000237	mg/L																																																								EX2205_D09_01W			DIVE09	not applicable: sample group								Water sample for eDNA - DSL  Midwater			https://n2t.net/ark:/21547/Fin2EX2205_D09_01	NOAA Ocean Exploration	Atlantic Ocean	Deep Scattering Layer
EX2205_D09_02W	sample			EX2205_D09_02W					-31.97062683	39.36444855					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Cachalote	2022-07-28T11:48:03Z	missing: not collected	2022-07-28T11:48:03Z	2022-07-28T11:48:03Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															1498.171997	1498.171997	missing: not provided		4.552999973					35.01599884																7.971000195	mg/L																																																								EX2205_D09_02W			DIVE09	not applicable: sample group								Water sample for eDNA - on bottom  Near Bottom			https://n2t.net/ark:/21547/Fin2EX2205_D09_02	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2205_D09_06W	sample			EX2205_D09_06W					-31.96980476	39.36528015					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Cachalote	2022-07-28T14:47:31Z	missing: not collected	2022-07-28T14:47:31Z	2022-07-28T14:47:31Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															1464.682007	1464.682007	missing: not provided		4.815000057					35.03499985																7.754000187	mg/L																																																								EX2205_D09_06W			DIVE09	not applicable: sample group								Water sample for eDNA - on bottom  Near Bottom			https://n2t.net/ark:/21547/Fin2EX2205_D09_06	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2205_D09_09W	sample			EX2205_D09_09W					-31.96889114	39.36600876					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Cachalote	2022-07-28T16:56:56Z	missing: not collected	2022-07-28T16:56:56Z	2022-07-28T16:56:56Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															1434.880005	1434.880005	missing: not provided		4.93900013					35.05799866																7.652999878	mg/L																																																								EX2205_D09_09W			DIVE09	not applicable: sample group								Water sample for eDNA-mystery holes  Near Bottom			https://n2t.net/ark:/21547/Fin2EX2205_D09_09	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2205_D09_11W	sample			EX2205_D09_11W					-31.96901512	39.36556244					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Cachalote	2022-07-28T18:13:05Z	missing: not collected	2022-07-28T18:13:05Z	2022-07-28T18:13:05Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															552.4780273	552.4780273	missing: not provided		11.85499954					35.54499817																6.460999966	mg/L																																																								EX2205_D09_11W			DIVE09	not applicable: sample group								Water sample for eDNA - DSL  Midwater			https://n2t.net/ark:/21547/Fin2EX2205_D09_11	NOAA Ocean Exploration	Atlantic Ocean	Deep Scattering Layer
EX2205_D09_BLW	negative control	field negative		EX2205_D09_BLW					not applicable: control sample	not applicable: control sample					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	not applicable: control sample	not applicable: control sample	missing: not collected	20220728T105342	20220728T105342	not applicable: negative control	not applicable: negative control	not applicable: negative control	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample		Longmire's Buffer Solution												missing: not provided														0	L															not applicable: control sample	not applicable: control sample	missing: not provided		not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																								EX2205_D09_BLW			not applicable: control sample	not applicable: control sample								Blank Water Specimen  Tap Water from NOAA Ship Okeanos			https://n2t.net/ark:/21547/Fin2EX2205_D09_BLANK	NOAA Ocean Exploration	Atlantic Ocean	Field Blank
EX2205_D10_01W	sample			EX2205_D10_01W					-30.46022224	38.75652313					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Kai Ridge	2022-07-29T10:44:31Z	missing: not collected	2022-07-29T10:44:31Z	2022-07-29T10:44:31Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															579.8969727	579.8969727	missing: not provided		11.2329998					35.46900177																6.086999893	mg/L																																																								EX2205_D10_01W			DIVE10	not applicable: sample group								Water sample for eDNA - DSL  Midwater			https://n2t.net/ark:/21547/Fin2EX2205_D10_01	NOAA Ocean Exploration	Atlantic Ocean	Deep Scattering Layer
EX2205_D10_02W	sample			EX2205_D10_02W					-30.45933151	38.75576782					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Kai Ridge	2022-07-29T11:42:30Z	missing: not collected	2022-07-29T11:42:30Z	2022-07-29T11:42:30Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															1922.416992	1922.416992	missing: not provided		4.53399992					35.01699829																7.782000065	mg/L																																																								EX2205_D10_02W			DIVE10	not applicable: sample group								Water sample for eDNA - on bottom  Near Bottom			https://n2t.net/ark:/21547/Fin2EX2205_D10_02	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2205_D10_05W	sample			EX2205_D10_05W					-30.46256065	38.75603104					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Kai Ridge	2022-07-29T17:01:11Z	missing: not collected	2022-07-29T17:01:11Z	2022-07-29T17:01:11Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															1678.857056	1678.857056	missing: not provided		4.579999924					35.02299881																7.743999958	mg/L																																																								EX2205_D10_05W			DIVE10	not applicable: sample group								Water sample for eDNA - on bottom  Near Bottom			https://n2t.net/ark:/21547/Fin2EX2205_D10_05	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2205_D10_07W	sample			EX2205_D10_07W					-30.46283531	38.75602341					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Kai Ridge	2022-07-29T17:32:43Z	missing: not collected	2022-07-29T17:32:43Z	2022-07-29T17:32:43Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															1653.249023	1653.249023	missing: not provided		4.605999947					35.02600098																7.668000221	mg/L																																																								EX2205_D10_07W			DIVE10	not applicable: sample group								Water sample for eDNA - on bottom  Near Bottom			https://n2t.net/ark:/21547/Fin2EX2205_D10_07	NOAA Ocean Exploration	Atlantic Ocean	Benthic Boundary Layer
EX2205_D10_08W	sample			EX2205_D10_08W					-30.4636898	38.75425339					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	Central North Atlantic: Kai Ridge	2022-07-29T18:12:31Z	missing: not collected	2022-07-29T18:12:31Z	2022-07-29T18:12:31Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															563.8770142	563.8770142	missing: not provided		11.14599991					35.45800018																5.999000072	mg/L																																																								EX2205_D10_08W			DIVE10	not applicable: sample group								Water sample for eDNA - DSL  Midwater			https://n2t.net/ark:/21547/Fin2EX2205_D10_08	NOAA Ocean Exploration	Atlantic Ocean	Deep Scattering Layer
EX2205_D10_BLW	negative control	field negative		EX2205_D10_BLW					not applicable: control sample	not applicable: control sample					EX2205	Voyage to the Ridge 2022 [Expedition 2]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-06-16 00:00:00	2022-07-13 00:00:00	Central North Atlantic	EX2205_eDNA (EX2205_eDNA)	https://geome-db.org/record/ark:/21547/Fil2	EX-22-05	https://repository.library.noaa.gov/view/noaa/48487	not applicable: control sample	not applicable: control sample	missing: not collected	20220729T104431	20220729T104431	not applicable: negative control	not applicable: negative control	not applicable: negative control	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample		Longmire's Buffer Solution												missing: not provided														0	L															not applicable: control sample	not applicable: control sample	missing: not provided		not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																								EX2205_D10_BLW			not applicable: control sample	not applicable: control sample								Blank Water Specimen  Tap Water from NOAA Ship Okeanos			https://n2t.net/ark:/21547/Fin2EX2205_D10_BLANK	NOAA Ocean Exploration	Atlantic Ocean	Field Blank
EX2206_D01_01W	sample			EX2206_D01_01W					-26.23596764	38.15808868					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: Joao Valadao Ridge	2022-08-07T11:38:24Z	missing: not collected	2022-08-07T11:38:24Z	2022-08-07T11:38:24Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.4499999881														0	L															404.9140015	404.9140015	missing: not provided		12.44499969					35.63100052																6.638999939	mg/L																																																								EX2206_D01_01W			DIVE01	not applicable: sample group								eDNA sample at DSL- 400 m  Within the Deep Scattering Layer			https://n2t.net/ark:/21547/Fiv2EX2206_D01_01W	NOAA Ocean Exploration	Atlantic Ocean	Deep Scattering Layer
EX2206_D01_02W	sample			EX2206_D01_02W					-26.23635101	38.15812302					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: Joao Valadao Ridge	2022-08-07T12:42:11Z	missing: not collected	2022-08-07T12:42:11Z	2022-08-07T12:42:11Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.4499999881														0	L															2152.805908	2152.805908	2153		4.787000179					35.04899979																7.71999979	mg/L																																																								EX2206_D01_02W			DIVE01	not applicable: sample group								eDNA sample upon arrival to bottom  Near Bottom			https://n2t.net/ark:/21547/Fiv2EX2206_D01_02W	NOAA Ocean Exploration	Atlantic Ocean	
