# requirement_level_code	M	M	M	R	O	O	R	O	M	M	O	O	O	O	R	O	O	O	O	O	O	O	O	O	M	M	O	O	O	M	M	M	R	R	R	HR	HR	HR	HR	HR	O	O	O	R	R	R	O	O	O	HR	HR	R	R	HR	R	HR	HR	HR	HR	R	R	R	O	O	HR	HR	R	R	HR	HR	R	R	R	R	R	O	O	R	O	O	R	R	R	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	O	R	R	R	R	R	O	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	R	O	O	O	O
# section	Sample information	Sample information	Sample information	Sample relations	Sample relations	Sample relations	Sample relations	Sample relations	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Project	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	User defined	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample storage	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Nucleic acid extraction	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	User defined	User defined	Environment	Environment	Environment	Environment	Environment	User defined	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Environment	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample collection	Sample preparation	Sample preparation	Sample preparation	Sample preparation	Data management	Data management	Sample collection	Nucleic acid extraction	Nucleic acid extraction	User defined	User defined	User defined	User defined
samp_name	samp_category	neg_cont_type	pos_cont_type	materialSampleID	sample_derived_from	sample_composed_of	rel_cont_id	biological_rep_relation	decimalLongitude	decimalLatitude	verbatimLongitude	verbatimLatitude	verbatimCoordinateSystem	verbatimSRS	expedition_id	cruiseName	cruiseURL	cruiseStartDate	cruiseEndDate	cruiseLocation	geomeName	geomeURL	expeditionReportName	expeditionReportURL	geo_loc_name	eventDate	eventDurationValue	verbatimEventDate	verbatimEventTime	env_broad_scale	env_local_scale	env_medium	habitat_natural_artificial_0_1	samp_collect_method	samp_collect_device	samp_size	samp_size_unit	samp_store_temp	samp_store_sol	samp_store_dur	samp_store_loc	dna_store_loc	samp_store_method_additional	samp_mat_process	filter_passive_active_0_1	stationed_sample_dur	pump_flow_rate	pump_flow_rate_unit	prefilter_material	size_frac_low	size_frac	filter_diameter	filter_surface_area	filter_material	filter_name	precip_chem_prep	precip_force_prep	precip_time_prep	precip_temp_prep	prepped_samp_store_temp	prepped_samp_store_sol	prepped_samp_store_dur	prep_method_additional	date_ext	samp_vol_we_dna_ext	samp_vol_we_dna_ext_unit	nucl_acid_ext_lysis	nucl_acid_ext_sep	nucl_acid_ext	nucl_acid_ext_kit	nucl_acid_ext_modify	dna_cleanup_0_1	dna_cleanup_method	concentration	concentration_unit	concentration_method	ratioOfAbsorbance260_280	pool_dna_num	nucl_acid_ext_method_additional	samp_weather	minimumDepthInMeters	maximumDepthInMeters	tot_depth_water_col	elev	temp	chlorophyll	light_intensity	ph	ph_meth	salinity	suspend_part_matter	tidal_stage	turbidity	water_current	solar_irradiance	wind_direction	wind_speed	diss_inorg_carb	diss_inorg_carb_unit	diss_inorg_nitro	diss_inorg_nitro_unit	diss_org_carb	diss_org_carb_unit	diss_org_nitro	diss_org_nitro_unit	diss_oxygen	diss_oxygen_unit	tot_diss_nitro	tot_diss_nitro_unit	tot_inorg_nitro	tot_inorg_nitro_unit	tot_nitro	tot_nitro_unit	tot_part_carb	tot_part_carb_unit	tot_org_carb	tot_org_carb_unit	tot_org_c_meth	tot_nitro_content	tot_nitro_content_unit	tot_nitro_cont_meth	tot_carb	tot_carb_unit	part_org_carb	part_org_carb_unit	part_org_nitro	part_org_nitro_unit	nitrate	nitrate_unit	nitrite	nitrite_unit	nitro	nitro_unit	org_carb	org_carb_unit	org_matter	org_matter_unit	org_nitro	org_nitro_unit	dna_conc	dna_conc_unit	ammonium	ammonium_unit	carbonate	carbonate_unit	hydrogen_ion	hydrogen_ion_unit	nitrate_plus_nitrite	nitrate_plus_nitrite_unit	omega_arag	pco2	pco2_unit	phosphate	phosphate_unit	pressure	pressure_unit	silicate	silicate_unit	tot_alkalinity	tot_alkalinity_unit	transmittance	transmittance_unit	serial_number	line_id	station_id	ctd_cast_number	ctd_bottle_number	replicate_number	extract_id	extract_plate	extract_well_number	extract_well_position	biosample_accession	organism	samp_collect_notes	dna_yield	dna_yield_unit	bcid	collectorList	continentOcean	microHabitat
EX2206_D01_07W	sample			EX2206_D01_07W					-26.23616409	38.16158676					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: Joao Valadao Ridge	2022-08-07T17:20:53Z	missing: not collected	2022-08-07T17:20:53Z	2022-08-07T17:20:53Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															1839.823975	1839.823975	missing: not provided		4.929999828					35.06800079																7.644000053	mg/L																																																								EX2206_D01_07W			DIVE01	not applicable: sample group								eDNA close to end of the dive			https://n2t.net/ark:/21547/Fiv2EX2206_D01_07W	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D01_BLW	negative control	field negative		EX2206_D01_BLW					not applicable: control sample	not applicable: control sample					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	not applicable: control sample	not applicable: control sample	missing: not collected	2022, 08, 07	missing: not provided	not applicable: negative control	not applicable: negative control	not applicable: negative control	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample		Longmire's Buffer Solution												missing: not provided														0	L															not applicable: control sample	not applicable: control sample	missing: not provided		not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																								EX2206_D01_BLW			not applicable: control sample	not applicable: control sample								Blank Water Specimen  Tap water from NOAA Ship Okeanos Explorer			https://n2t.net/ark:/21547/Fiv2EX2206_D01_BLW	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D02_01W	sample			EX2206_D02_01W					-24.38241005	37.35401535					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: East of Formigas Rift	2022-08-08T11:17:29Z	missing: not collected	2022-08-08T11:17:29Z	2022-08-08T11:17:29Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.4499999881														0	L															843.7390137	843.7390137	missing: not provided		8.569000244					35.44400024																6.237999916	mg/L																																																								EX2206_D02_01W			DIVE02	not applicable: sample group								eDNA on bottom			https://n2t.net/ark:/21547/Fiv2EX2206_D02_01W	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D02_09W	sample			EX2206_D02_09W					-24.37677193	37.35381317					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: East of Formigas Rift	2022-08-08T17:41:06Z	missing: not collected	2022-08-08T17:41:06Z	2022-08-08T17:41:06Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															629.2310181	629.2310181	missing: not provided		10.60999966					35.5019989																5.993999958	mg/L																																																								EX2206_D02_09W			DIVE02	not applicable: sample group								water for edna sampling			https://n2t.net/ark:/21547/Fiv2EX2206_D02_09W	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D02_BLW	negative control	field negative		EX2206_D02_BLW					not applicable: control sample	not applicable: control sample					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	not applicable: control sample	not applicable: control sample	missing: not collected	2022, 08, 08	missing: not provided	not applicable: negative control	not applicable: negative control	not applicable: negative control	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample		Longmire's Buffer Solution												missing: not provided														0	L															not applicable: control sample	not applicable: control sample	missing: not provided		not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																								EX2206_D02_BLW			not applicable: control sample	not applicable: control sample								Blank Water Specimen  Tap water from NOAA Ship Okeanos Explorer			https://n2t.net/ark:/21547/Fiv2EX2206_D02_BLW	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D03_01W	sample			EX2206_D03_01W					-26.78145409	38.01618195					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: Mid-water Azores Plateau	2022-08-09T12:45:01Z	missing: not collected	2022-08-09T12:45:01Z	2022-08-09T12:45:01Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.4499999881														0	L															1899.078003	1899.078003	missing: not provided		3.953999996					34.98500061																8.065999985	mg/L																																																								EX2206_D03_01W			DIVE03	not applicable: sample group								bottle 1			https://n2t.net/ark:/21547/Fiv2EX2206_D03_01W	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D03_04W	sample			EX2206_D03_04W					-26.77977943	38.01791					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: Mid-water Azores Plateau	2022-08-09T14:06:08Z	missing: not collected	2022-08-09T14:06:08Z	2022-08-09T14:06:08Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															1201.512939	1201.512939	missing: not provided		7.150000095					35.39199829																6.728000164	mg/L																																																								EX2206_D03_04W			DIVE03	not applicable: sample group								bottle 2			https://n2t.net/ark:/21547/Fiv2EX2206_D03_04W	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D03_05W	sample			EX2206_D03_05W					-26.77840233	38.01970673					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: Mid-water Azores Plateau	2022-08-09T15:14:31Z	missing: not collected	2022-08-09T15:14:31Z	2022-08-09T15:14:31Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															901.0780029	901.0780029	missing: not provided		9.706000328					35.67100143																5.652999878	mg/L																																																								EX2206_D03_05W			DIVE03	not applicable: sample group								midwater transect at 900 m  midwater transect at 900 m			https://n2t.net/ark:/21547/Fiv2EX2206_D03_05W	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D03_06W	sample			EX2206_D03_06W					-26.77854538	38.01990128					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: Mid-water Azores Plateau	2022-08-09T16:14:28Z	missing: not collected	2022-08-09T16:14:28Z	2022-08-09T16:14:28Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															701.052002	701.052002	missing: not provided		10.39999962					35.48500061																5.84100008	mg/L																																																								EX2206_D03_06W			DIVE03	not applicable: sample group								edna @ 700 m transect  midwater transect at 700 m			https://n2t.net/ark:/21547/Fiv2EX2206_D03_06W	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D03_08W	sample			EX2206_D03_08W					-26.77859879	38.01996613					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: Mid-water Azores Plateau	2022-08-09T17:15:17Z	missing: not collected	2022-08-09T17:15:17Z	2022-08-09T17:15:17Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															601.1710205	601.1710205	missing: not provided		11.03499985					35.49000168																6.040999889	mg/L																																																								EX2206_D03_08W			DIVE03	not applicable: sample group								bottle 5			https://n2t.net/ark:/21547/Fiv2EX2206_D03_08W	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D03_BLW	negative control	field negative		EX2206_D03_BLW					not applicable: control sample	not applicable: control sample					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	not applicable: control sample	not applicable: control sample	missing: not collected	2022, 08, 09	missing: not provided	not applicable: negative control	not applicable: negative control	not applicable: negative control	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample		Longmire's Buffer Solution												missing: not provided														0	L															not applicable: control sample	not applicable: control sample	missing: not provided		not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																								EX2206_D03_BLW			not applicable: control sample	not applicable: control sample								Blank Water Specimen  Tap water from NOAA Ship Okeanos Explorer			https://n2t.net/ark:/21547/Fiv2EX2206_D03_BLW	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D04_01W	sample			EX2206_D04_01W					-46.07843781	23.94676971					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: Mid-Atlantic Ridge - Western Kane Fracture Zone - Transform Fault	2022-08-18T11:42:00Z	missing: not collected	2022-08-18T11:42:00Z	2022-08-18T11:42:00Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.4499999881														0	L															1914.188965	1914.188965	missing: not provided		3.924000025					35.02700043																7.495999813	mg/L																																																								EX2206_D04_01W			DIVE04	not applicable: sample group								bottle 1			https://n2t.net/ark:/21547/Fiv2EX2206_D04_01W	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D04_06W	sample			EX2206_D04_06W					-46.07453537	23.94636154					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: Mid-Atlantic Ridge - Western Kane Fracture Zone - Transform Fault	2022-08-18T14:34:53Z	missing: not collected	2022-08-18T14:34:53Z	2022-08-18T14:34:53Z	marine biome [ENVO:00000447]	marine bathypelagic zone [ENVO:00000214]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															1724.979004	1724.979004	missing: not provided		4.282999992					35.04700089																7.359000206	mg/L																																																								EX2206_D04_06W			DIVE04	not applicable: sample group								bottle 2			https://n2t.net/ark:/21547/Fiv2EX2206_D04_06W	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D04_BLW	negative control	field negative		EX2206_D04_BLW					not applicable: control sample	not applicable: control sample					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	not applicable: control sample	not applicable: control sample	missing: not collected	2022, 08, 18	missing: not provided	not applicable: negative control	not applicable: negative control	not applicable: negative control	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample		Longmire's Buffer Solution												missing: not provided														0	L															not applicable: control sample	not applicable: control sample	missing: not provided		not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																								EX2206_D04_BLW			not applicable: control sample	not applicable: control sample								Blank Water Specimen  Tap water from NOAA Ship Okeanos Explorer			https://n2t.net/ark:/21547/Fiv2EX2206_D04_BLW	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D06_01W	sample			EX2206_D06_01W					-67.56816101	19.03998947					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: Mona Block	2022-08-26T16:53:23Z	missing: not collected	2022-08-26T16:53:23Z	2022-08-26T16:53:23Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.4499999881														0	L															554.117981	554.117981	missing: not provided		12.93200016					35.65599823																3.84100008	mg/L																																																								EX2206_D06_01W			DIVE06	not applicable: sample group								bottle 1			https://n2t.net/ark:/21547/Fiv2EX2206_D06_01W	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D06_02W	sample			EX2206_D06_02W					-67.56829834	19.04016876					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: Mona Block	2022-08-26T16:55:56Z	missing: not collected	2022-08-26T16:55:56Z	2022-08-26T16:55:56Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Frozen												0.4499999881														0	L															631.4860229	631.4860229	missing: not provided		11.35400009					35.44400024																3.638000011	mg/L																																																								EX2206_D06_02W			DIVE06	not applicable: sample group								bottle 2			https://n2t.net/ark:/21547/Fiv2EX2206_D06_02W	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D06_BLW	negative control	field negative		EX2206_D06_BLW					not applicable: control sample	not applicable: control sample					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	not applicable: control sample	not applicable: control sample	missing: not collected	2022, 08, 26	missing: not provided	not applicable: negative control	not applicable: negative control	not applicable: negative control	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample	not applicable: control sample		Longmire's Buffer Solution												missing: not provided														0	L															not applicable: control sample	not applicable: control sample	missing: not provided		not applicable: control sample					not applicable: control sample																not applicable: control sample	not applicable: control sample																																																								EX2206_D06_BLW			not applicable: control sample	not applicable: control sample								Blank Water Specimen			https://n2t.net/ark:/21547/Fiv2EX2206_D06_BLW	NOAA Ocean Exploration	Atlantic Ocean	
EX2206_D07_01W	sample			EX2206_D07_01W					-64.44189453	17.84610748					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: Lang Bank	2022-08-29T12:43:35Z	missing: not collected	2022-08-29T12:43:35Z	2022-08-29T12:43:35Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															517.8079834	517.8079834	missing: not provided		12.99699974					35.69800186																3.694000006	mg/L																																																								EX2206_D07_01W			DIVE07	not applicable: sample group								bottle 1 DSL  Within the Deep Scattering Layer			https://n2t.net/ark:/21547/Fiv2EX2206_D07_01W	NOAA Ocean Exploration	Atlantic Ocean	Deep Scattering Layer
EX2206_D07_02W	sample			EX2206_D07_02W					-64.44065857	17.84173775					EX2206	Voyage to the Ridge 2022 [Expedition 3]	https://oceanexplorer.noaa.gov/okeanos/explorations/22voyage-to-the-ridge/welcome.html	2022-08-06 00:00:00	2022-09-02 00:00:00	Central North Atlantic	EX2206_eDNA (EX2206_eDNA)	https://geome-db.org/record/ark:/21547/Fit2	EX-22-06	https://repository.library.noaa.gov/view/noaa/49989	Central North Atlantic: Lang Bank	2022-08-29T17:04:44Z	missing: not collected	2022-08-29T17:04:44Z	2022-08-29T17:04:44Z	marine biome [ENVO:00000447]	marine mesopelagic zone [ENVO:00000213]	sea water [ENVO:00002149]	0	1.7 liters water by Niskin on D2	ROV	1.7	L		Longmire's Buffer Solution												0.4499999881														0	L															513.3140259	513.3140259	missing: not provided		11.85400009					35.49300003																3.075000048	mg/L																																																								EX2206_D07_02W			DIVE07	not applicable: sample group								bottle 2			https://n2t.net/ark:/21547/Fiv2EX2206_D07_02W	NOAA Ocean Exploration	Atlantic Ocean	
